epoch,train_loss,train_acc,test_loss,test_acc1,test_acc5
1, 3.3659729299033083, 32.744565217391305, 1.3442733883857727, 66.60000000000001, 87.35000000000001
2, 1.2407266091355278, 68.67806905370844, 0.9782491205613825, 74.83999999999999, 91.78
3, 0.8788258296144588, 76.90617007672634, 0.8921052836164644, 77.23, 92.78
4, 0.6759210132500705, 81.73253676470588, 0.8647581942473785, 77.9, 93.41000000000001
5, 0.5303763099719802, 85.42099584398977, 0.8592494284804864, 78.10000000000001, 93.38
6, 0.4293562165268547, 87.91260390025576, 0.872756432128858, 78.22, 93.28999999999999
7, 0.346538763693379, 90.1664402173913, 0.8976206749300414, 78.55, 93.43
8, 0.27896189502895335, 92.12056425831202, 0.9035088766979266, 78.86999999999999, 93.47
9, 0.2378050316401455, 93.17055626598466, 0.9351644885690906, 78.52, 93.4
10, 0.19596105173725606, 94.39438139386189, 0.9487511681604989, 78.72, 93.37
11, 0.16901628687844406, 95.12468030690538, 0.9778810664068295, 78.74, 93.36
12, 0.14895583491515169, 95.7520780051151, 1.0066395039799847, 78.32000000000001, 93.22
13, 0.13284998580032145, 96.19665121483376, 1.021754826925978, 78.79, 93.39
14, 0.11898495010136033, 96.56729539641944, 1.024621242963815, 78.38000000000001, 93.33
15, 0.1096316250588964, 96.78608535805627, 1.057112230530268, 78.41, 93.19
16, 0.0970835795868998, 97.22366528132993, 1.0733612579635428, 78.29, 93.23
17, 0.09135738892190139, 97.40948689258312, 1.0786222332640538, 78.56, 93.24
18, 0.08437738380849819, 97.57033248081841, 1.1058072108256667, 78.27, 93.14
19, 0.08040399822737555, 97.66624040920716, 1.107133578650559, 78.11, 93.26
20, 0.07480978152102521, 97.82508791560102, 1.1319572918022736, 77.98, 93.04
